timestamp,taskId,childID,grandChildID,taskName,rawDataText,typeOfChangeNew,typeOfChangeDescriptionNew,typeOfChangeOrignal,typeOfChangeDescriptionOriginal,createdByName,createdById,currentAssignee,currentAssigneeId,mergedCurrentAssignee,mergedCurrentAssigneeId,childName,grandChildName,circles,circleIds,aliveStatus,messageType,date,time,taskCompletedAt,taskModifiedAt,taskNotes,parentCircle,accordingToCircle,secondDegreeCircleRelationshipId,secondDegreeCircleRelationshipName,roleType,eventId,projectId,workspaceId,workspaceName,projectName
2013-09-16 17:26:19.861,7746376637832,,,â˜¯ Marketing,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2013-09-16,17:26:19.861,2015-01-27T21:11:34.901,2017-07-02T22:07:55.236,"https://app.asana.com/0/7631383543799/7631383543799Â Â | https://app.asana.com/0/7734178077721/7734178077721Â | https://app.asana.com/0/7432355946708/7432355946708
https://app.asana.com/0/4806508374245/4806508374245Â | https://app.asana.com/0/4724825368657/4724825368657Â | https://app.asana.com/0/7631383543799/7746376637832 | https://app.asana.com/0/8939810314413/8939810314413Â 
",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2013-10-01 13:48:40.47,7963718816305,,,â˜¯ Mentoring,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2013-10-01,13:48:40.470,2015-10-27T12:06:40.504,2019-05-15T14:11:23.333,"https://app.asana.com/0/12019477143815/12019477143815Â - https://app.asana.com/0/11450150388976/11450150388976Â - https://app.asana.com/0/11450150388970/11450150388970 -Â https://app.asana.com/0/11450150388973/11450150388973Â -  https://app.asana.com/0/7963718816247/7963718816305Â  - https://app.asana.com/0/7963718816247/7963718816247
",null,,,,role,,11555199602299,864733919245,Springest,â˜º Smooth Operations Roles
2014-02-27 14:08:42.41,10589483252081,,,â˜¯ Sales,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Debbie,,,,,,,,NO CIRCLE,,alive,derived,2014-02-27,14:08:42.410,2015-01-27T21:11:41.632,2017-07-04T20:51:46.285,"https://app.asana.com/0/7746376637805/7746376637805Â - https://app.asana.com/0/7946582331703/7946582331703Â - https://app.asana.com/0/7744437203208/7744437203208  - https://app.asana.com/0/10213415262034/10213415262034 - https://app.asana.com/0/7744437203208/10589483252081 
",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2014-04-01 14:34:47.795,11341931869285,,,â˜¯ Organisations,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-04-01,14:34:47.795,,2020-06-30T12:47:05.162,"https://app.asana.com/0/7963718816247/11341931869285
https://app.asana.com/0/11347525454570/11347525454570
https://app.asana.com/0/11347525594888/11347525594888
https://app.asana.com/0/9410085177760/9410085177760
https://app.asana.com/0/11525616184827/11525616184827Â 

https://app.asana.com/0/search/11694072594550 
https://app.asana.com/0/search/11347525454574/11347525454574

See all roles at http://roles.springest.com/
",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2014-04-01 14:53:33.526,11345326662026,,,â˜¯ Transactions,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-04-01,14:53:33.526,2014-09-01T11:37:44.007,2017-07-05T07:56:01.224,"https://app.asana.com/0/11797999988471/11797999988471Â - https://app.asana.com/0/search/7453054610511/7453054610511 - https://app.asana.com/0/7488421731381/7488421731381 - https://app.asana.com/0/11347525594876/11347525594876 Â - https://app.asana.com/0/11348115733592/11348115733592 - https://app.asana.com/0/7963718816247/11345326662026
",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2014-04-01 14:54:40.866,11345350579930,,,â˜¯ Marketplace (non-German),,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-04-01,14:54:40.866,2018-06-11T20:29:40.585,2018-06-11T18:29:41.197,"https://app.asana.com/0/7963718816247/11345350579930
https://app.asana.com/0/11348115733592/list
https://app.asana.com/0/11797999988471/11797999988471
https://app.asana.com/0/7488421731381/7488421731381Â 
https://app.asana.com/0/11347525594876/11347525594876
Â 
See all roles at http://roles.springest.com/
",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2014-04-01 14:54:48.445,11345353630807,,,â˜¯ Providers,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-04-01,14:54:48.445,2016-01-05T13:29:58.876,2017-07-05T07:56:03.696,https://app.asana.com/0/11350833325340/11350833325340Â ,null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2014-04-04 18:15:22.675,11428434657802,,,(deleted) â˜¯ Rainmakers,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Peter Koelewijn,,,,,,,,NO CIRCLE,,alive,derived,2014-04-04,18:15:22.675,,2017-07-05T09:17:16.279,"https://app.asana.com/0/13169100426325/13169100426325Â -Â https://app.asana.com/0/13161110136206/13161110136206Â - https://app.asana.com/0/7963718816247/11428434657802Â - https://app.asana.com/0/13156258276234/13156258276234 - https://app.asana.com/0/13161110136200/13161110136200
",null,,,,role,,13169100426325,864733919245,Springest,â˜º Rainmakers Roles
2014-04-10 12:21:44.141,11555199602259,,,â˜¯Â Smooth Operations,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-04-10,12:21:44.141,,2020-09-11T12:52:03.787,"https://app.asana.com/0/7963718816247/11555199602259
https://app.asana.com/0/11555199602299/11555199602299
https://app.asana.com/0/11555199602313/11555199602313Â 
https://app.asana.com/0/11889955797488/11889955797488Â  
See all roles at http://roles.springest.com/",null,,,,role,,11555199602299,864733919245,Springest,â˜º Smooth Operations Roles
2014-04-14 12:25:33.731,11626666784401,,,â˜¯ Business Intelligence,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Peter Koelewijn,,,,,,,,NO CIRCLE,,alive,derived,2014-04-14,12:25:33.731,2015-03-24T15:28:50.959,2017-07-05T12:24:10.323,"https://app.asana.com/0/11626921109046/11626921109046 | https://app.asana.com/0/7734178077721/11626666784401 | https://app.asana.com/0/12017926157013/12017926157013 | https://app.asana.com/0/12345956812088/12345956812088 
",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2014-05-22 17:16:52.324,12531565084047,,,â˜¯ Go Sales,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-05-22,17:16:52.324,2014-05-27T12:47:16.222,2017-07-06T02:24:38.988,"https://app.asana.com/0/12530878841888/12530878841888Â - https://app.asana.com/0/12540052161011/12540052161011Â - https://app.asana.com/0/7963718816247/12531565084047 
See alzo our product sister circle: https://app.asana.com/0/11525616184827/11525616184827Â - https://app.asana.com/0/search/11347525454574/11347525454574 - https://app.asana.com/0/9410085177760/9410085177760Â - https://app.asana.com/0/11347525594888/11347525594888Â - https://app.asana.com/0/11347525454570/11347525454570 - https://app.asana.com/0/7963718816247/11341931869285Â ",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2014-06-17 17:52:06.586,13161110136193,,,"â˜¯ Flashmob Flywheel for NL, BE",,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-06-17,17:52:06.586,2014-09-02T14:46:03.340,2017-07-06T13:14:48.328,See https://app.asana.com/0/7963718816247/11428434657802Â ,null,,,,role,,13169100426325,864733919245,Springest,â˜º Rainmakers Roles
2014-11-18 17:08:52.284,20508644873873,,,â˜¯ Evangelism,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2014-11-18,17:08:52.284,,2020-07-16T07:04:49.240,"https://app.asana.com/0/7963718816247/20508644873873Â 
https://app.asana.com/0/163654573139013/163654573139013
https://app.asana.com/0/163654573139185/163654573139185Â 
https://app.asana.com/0/163654573139173/163654573139173
https://app.asana.com/0/163654573139178/163654573139178Â 
",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2015-03-11 10:19:14.997,28990560218523,,,â˜¯ Go Customers,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2015-03-11,10:19:14.997,2016-01-12T16:14:50.516,2016-01-12T15:15:19.093,https://app.asana.com/0/29007443412107/29007443412107Â ,null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2015-08-31 15:45:14.355,47341950609559,,,â˜¯ Finance,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Debbie,,,,,,,,NO CIRCLE,,alive,derived,2015-08-31,15:45:14.355,,2020-10-05T10:41:55.041,"https://app.asana.com/0/48113553310786/48113553310786Â 
https://app.asana.com/0/53851810325950/53851810325950Â 
https://app.asana.com/0/47872397062455/47872397062455
https://app.asana.com/0/47872397062485/47872397062485
https://app.asana.com/0/11555199602299/47341950609559

https://app.asana.com/0/376664440036021/376664440036021
https://app.asana.com/0/883694346719381/883694346719381
https://app.asana.com/0/883694346719398/883694346719398
https://app.asana.com/0/563932160395729/list",null,,,,role,,47872397062455,864733919245,Springest,â˜º Finance Roles
2015-10-27 15:46:15.036,61226311835215,,,â˜¯ Product,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Detmar,,Ruben,864744559463,864744559463,Ruben,,,â˜º Alignment Roles,7963718816247,alive,derived,2015-10-27,15:46:15.036,,2020-09-21T13:09:00.466,https://app.asana.com/0/61971534223290/61971534223290Â ,null,,0_7963718816247,null_â˜º Alignment Roles,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2016-01-12 14:23:56.52,79662675728126,,,â˜¯ Marketing,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Detmar,,Ruben,864744559463,864744559463,Ruben,,,â˜º Alignment Roles,7963718816247,alive,derived,2016-01-12,14:23:56.520,,2020-08-28T11:13:57.199,"https://app.asana.com/0/79667185218012/79667185218012Â 
Â https://app.asana.com/0/80629109383513/80629109383513Â 
https://app.asana.com/0/80629109383598/80629109383598Â ",null,,0_7963718816247,null_â˜º Alignment Roles,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2016-10-25 16:28:40.912,201962817674097,,,â˜¯ Learning Advice,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,ZoÃ«,,,,,,,,NO CIRCLE,,alive,derived,2016-10-25,16:28:40.912,2017-03-27T16:37:44.875,2019-05-15T15:21:47.793,"https://app.asana.com/0/11348115733592/201962817674097
https://app.asana.com/0/202062213814524/list 
https://app.asana.com/0/202003661126844/list 
https://app.asana.com/0/201948072211180/list 
https://app.asana.com/0/201984639024102/list

See all roles at http://roles.springest.com/
",null,,,,role,,11348115733592,864733919245,Springest,â˜º Marketplace Roles
2016-12-20 11:26:10.204,233418741262877,,,â˜¯ Marketplace DE,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Dennis,,Ruben,864744559463,864744559463,Ruben,,,â˜º Alignment Roles,7963718816247,alive,derived,2016-12-20,11:26:10.204,2017-09-18T15:57:29.694,2017-09-18T13:57:31.370,https://app.asana.com/0/236886514207498/236886514207498Â ,null,,0_7963718816247,null_â˜º Alignment Roles,role,,404651189519209,864733919245,Springest,â˜º Germany Roles
2017-07-18 10:30:21.597,387611711383348,,,â˜¯ Providers,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Josje,,,,,,,,NO CIRCLE,,alive,derived,2017-07-18,10:30:21.597,,2020-10-09T08:28:32.808,"https://app.asana.com/0/11348115733592/387611711383348
https://app.asana.com/0/389549960603898/list
https://app.asana.com/0/389549960603899/list
https://app.asana.com/0/389549960603922/list 
https://app.asana.com/0/389609724504132/list",null,,,,role,,1160287303922155,864733919245,Springest,â˜º Marketplace (NL/BE/UK/SE/COM) Roles
2017-07-18 10:30:36.677,387611711383350,,,â˜¯ Learning Advice,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Josje,,,,,,,,NO CIRCLE,,alive,derived,2017-07-18,10:30:36.677,,2020-03-03T11:10:06.796,"https://app.asana.com/0/11348115733592/387611711383350
https://app.asana.com/0/388515769387194/list
https://app.asana.com/0/388618683584247/list
https://app.asana.com/0/245782713097761/list
https://app.asana.com/0/389518999534473/list",null,,,,role,,1160287303922155,864733919245,Springest,â˜º Marketplace (NL/BE/UK/SE/COM) Roles
2017-08-09 10:25:17.859,404455706124368,,,â˜¯ Germany,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Dennis,,,,,,,,NO CIRCLE,,alive,derived,2017-08-09,10:25:17.859,,2020-01-06T17:19:02.719,"https://app.asana.com/0/7963718816247/404455706124368
https://app.asana.com/0/404651189519209/list
https://app.asana.com/0/407881005235086/list
https://app.asana.com/0/406933543051813/list
https://app.asana.com/0/406933543051838/list


See all roles at http://roles.springest.com/",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2018-02-15 15:25:36.6,560994092069658,,,â˜¯ People,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Josje,,,,,,,,NO CIRCLE,,alive,derived,2018-02-15,15:25:36.600,2018-02-22T12:14:37.301,2020-06-16T07:57:45.576,"https://app.asana.com/0/11555199602299/560994092069658
https://app.asana.com/0/560994092069672/list
https://app.asana.com/0/560921821885859/list
https://app.asana.com/0/560994092069718/list
https://app.asana.com/0/560994092069710/list
See all roles at http://roles.springest.com/",null,,,,role,,11555199602299,864733919245,Springest,â˜º Smooth Operations Roles
2018-02-15 17:23:38.79,560921821885879,,,â˜¯ Office,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Josje,,,,,,,,NO CIRCLE,,alive,derived,2018-02-15,17:23:38.790,2018-02-22T12:06:02.749,2020-06-16T07:57:45.470,"https://app.asana.com/0/11555199602299/560921821885879
https://app.asana.com/0/561311958443380/list
https://app.asana.com/0/561311958443417/list
https://app.asana.com/0/561311958443434/list
https://app.asana.com/0/561423991565673/list
See all roles at http://roles.springest.com/",null,,,,role,,11555199602299,864733919245,Springest,â˜º Smooth Operations Roles
2018-06-15 19:21:04.825,712734014633497,,,â˜¯ Platform,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Ruben,,,,,,,,NO CIRCLE,,alive,derived,2018-06-15,19:21:04.825,,2018-08-20T15:21:42.947,https://app.asana.com/0/712734014633504/list,null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2018-09-17 17:34:15.444,824769296181496,,,â˜¯ Customer Success,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Shiraz,,,,,,,,NO CIRCLE,,alive,derived,2018-09-17,17:34:15.444,,2020-07-16T07:05:38.605,"https://app.asana.com/0/11347525454570/824769296181496
https://app.asana.com/0/824769296181501/list
https://app.asana.com/0/824797572969240/list
https://app.asana.com/0/824797572969278/list
https://app.asana.com/0/824797572969276/list

See all roles at http://roles.springest.com/",null,,,,role,,11347525454570,864733919245,Springest,â˜º Organisations Roles
2019-07-26 10:26:43.68,1133031362177396,,,â˜¯ Springest Academy,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Fred Ruben,,,,,,,,NO CIRCLE,,alive,derived,2019-07-26,10:26:43.680,,2020-07-29T17:05:27.498,"https://app.asana.com/0/11555199602299/1133031362177396/f
https://app.asana.com/0/1133031362168396/list
https://app.asana.com/0/1133034339499549/1133034339499549
https://app.asana.com/0/1133035242559781/1133035242559781
See all roles at http://roles.springest.com/",null,,,,role,,1133031362168396,864733919245,Springest,â˜º Springest Academy Roles
2020-01-21 16:40:03.0,1158138405786764,,,â˜¯Â Shop,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Victoria,,,,,,,,NO CIRCLE,,alive,derived,2020-01-21,16:40:03,,2020-08-21T12:07:14.570,"https://app.asana.com/0/0/1158138405786764
https://app.asana.com/0/1158107169298919/list
https://app.asana.com/0/1158107169298922/list
https://app.asana.com/0/1158107169298925/list
? Shop KPI Sheet:  https://springe.st/shop-kpi
? Shop Subjects: https://springe.st/shop-subjects
https://app.asana.com/0/1158372486026090/1158372486026090

",null,,,,role,,1158107169298919,864733919245,Springest,ðŸ˜Ž Shop Roles
2020-02-04 11:35:49.254,1160287303922153,,,â˜¯ Marketplace (NL/BE/UK/SE/COM),,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Victoria,,,,,,,,NO CIRCLE,,alive,derived,2020-02-04,11:35:49.254,,2020-06-30T12:48:07.738,"https://app.asana.com/0/1160350449780897/list
https://app.asana.com/0/1160287303922155/list
https://app.asana.com/0/0/1160287303922153
https://app.asana.com/0/1160287303922193/list

",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2020-02-06 11:51:18.532,1160711308878638,,,â˜¯ Go Users,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Milou,,,,,,,,NO CIRCLE,,alive,derived,2020-02-06,11:51:18.532,,2020-04-20T14:53:14.437,"https://app.asana.com/0/1160287303922155/1160711308878638
https://app.asana.com/0/1160716728801873/list
https://app.asana.com/0/1161996116723850/list
https://app.asana.com/0/1161169899494307/list
https://app.asana.com/0/1166916715928881/list

See all roles at http://roles.springest.com/
    https://app.asana.com/0/545597418569103/list

",null,,,,role,,1160287303922155,864733919245,Springest,â˜º Marketplace (NL/BE/UK/SE/COM) Roles
2020-02-17 15:23:39.731,1162277615922425,,,â˜¯ Non-Catalogue Bookings,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Milou,,,,,,,,NO CIRCLE,,alive,derived,2020-02-17,15:23:39.731,2020-04-20T16:56:07.193,2020-04-20T14:56:17.988,"https://app.asana.com/0/1160287303922155/1162277615922425
https://app.asana.com/0/1162475423722019/list
https://app.asana.com/0/1163069352180377/list
https://app.asana.com/0/1163094087546299/list
https://app.asana.com/0/1166873022218649/list

See all roles at http://roles.springest.com/
    https://app.asana.com/0/545597418569103/list

",null,,,,role,,1160287303922155,864733919245,Springest,â˜º Marketplace (NL/BE/UK/SE/COM) Roles
2020-06-23 11:06:50.835,1181577597079620,,,â˜¯ Springest Startups,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Rik,,,,,,,,NO CIRCLE,,alive,derived,2020-06-23,11:06:50.835,,2020-08-14T16:24:44.275,"https://app.asana.com/0/0/1181577597079620
https://app.asana.com/0/1181577597127617/list
https://app.asana.com/0/1181784491975757/list
https://app.asana.com/0/1181784491975760/list
Link to this circle: https://springe.st/startups",null,,,,role,,7963718816247,864733919245,Springest,â˜º Alignment Roles
2020-07-03 12:59:01.576,1183128902367113,,,â˜¯ Suite,,20,DESIGN_CIRCLE,20,DESIGN_CIRCLE,Thomas,,,,,,,,NO CIRCLE,,alive,derived,2020-07-03,12:59:01.576,,2020-10-09T08:11:55.443,"https://app.asana.com/0/1183127380297106/list
https://app.asana.com/0/1172757138628785/list
https://app.asana.com/0/920333710082040/list
https://app.asana.com/0/1183128902367136/list",null,,,,role,,1181577597127617,864733919245,Springest,â˜º Springest Startups roles
